cve_id,description,cwe,vendors,products,cvss_base_score,cvss_exploitability_score,cvss_impact_score,attackVector,attackComplexity,privilegesRequired,userInteraction,scope,confidentialityImpact,integrityImpact,availabilityImpact,published,modified,is_exploited
CVE-2018-201825,Vulnerability in product allows CWE-79 with PHYSICAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 3.5. Exploitation in the wild has not been confirmed.,CWE-79,Microsoft;Oracle,Database Server;Office;Safari,3.548818429248473,2.0173429317184945,2.468981807394853,PHYSICAL,HIGH,NONE,NONE,UNCHANGED,NONE,NONE,LOW,2018-09-25T00:10Z,2018-03-23T22:57Z,0
CVE-2022-208241,Vulnerability in product allows CWE-787 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-787,Adobe,VPN Appliance;Web Browser,4.603341468775854,3.351115744409711,5.503925018031192,LOCAL,HIGH,NONE,NONE,CHANGED,HIGH,NONE,LOW,2022-12-23T06:09Z,2022-10-09T06:11Z,0
CVE-2020-203233,Vulnerability in product allows CWE-787 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.2. Exploitation in the wild has not been confirmed.,CWE-787,IBM;Microsoft,Acrobat Reader;Java SE,5.154813210942952,4.841129957107784,4.329953953858657,ADJACENT,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2020-11-19T12:43Z,2020-06-17T10:24Z,0
CVE-2023-204118,Vulnerability in product allows CWE-476 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 3.9. Exploitation in the wild has not been confirmed.,CWE-476,Oracle,Chrome;Database Server;Safari,3.881683222038057,3.6472342213402356,3.805465548247116,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,NONE,LOW,LOW,2023-07-21T06:43Z,2023-04-16T21:08Z,0
CVE-2020-206585,Vulnerability in product allows CWE-20 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.8. Exploitation in the wild has not been confirmed.,CWE-20,Apple;VMware,Acrobat Reader;Office,7.840160454603977,8.345959505176406,5.377208400644299,NETWORK,LOW,HIGH,NONE,CHANGED,NONE,LOW,LOW,2020-04-17T13:58Z,2020-04-05T21:32Z,0
CVE-2020-200817,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 8.2. Exploitation in the wild has not been confirmed.,CWE-119,Google;Oracle,CMS;Chrome,8.16930254335601,8.343937020269383,9.423129387944659,NETWORK,LOW,HIGH,REQUIRED,CHANGED,NONE,LOW,NONE,2020-06-26T03:21Z,2020-01-16T10:12Z,0
CVE-2023-206599,Vulnerability in product allows CWE-22 with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.8. Exploitation in the wild has not been confirmed.,CWE-22,Cisco,Web Browser,6.7899601934639575,6.011975334727394,4.596848267584744,LOCAL,HIGH,HIGH,NONE,UNCHANGED,LOW,NONE,HIGH,2023-03-25T10:31Z,2023-03-02T20:35Z,0
CVE-2020-200004,Vulnerability in product allows CWE-20 with NETWORK access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 4.6. Exploitation in the wild has not been confirmed.,CWE-20,Google;IBM,Acrobat Reader;Database Server;Safari,4.566622904547029,3.852660366784143,5.009152171774726,NETWORK,HIGH,HIGH,REQUIRED,UNCHANGED,LOW,LOW,HIGH,2020-09-13T21:38Z,2020-08-30T08:42Z,0
CVE-2022-200672,Vulnerability in product allows CWE-89 with PHYSICAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 3.5. Exploitation in the wild has not been confirmed.,CWE-89,Google;Microsoft,Safari,3.514499750887528,1.6616197713673349,2.9600041737328855,PHYSICAL,LOW,HIGH,NONE,CHANGED,HIGH,LOW,NONE,2022-11-14T03:40Z,2022-12-08T15:32Z,0
CVE-2018-203364,Vulnerability in product allows CWE-787 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.3. Exploitation in the wild has not been confirmed.,CWE-787,Apple,CMS;Database Server,6.259668151284298,6.307184227294502,5.8212121907104635,ADJACENT,HIGH,LOW,REQUIRED,CHANGED,LOW,LOW,NONE,2018-11-12T05:56Z,2018-06-22T13:28Z,0
CVE-2019-205767,Vulnerability in product allows NVD-CWE-noinfo with LOCAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 2.4. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,SAP,Android;Office;Windows,2.4295466348728034,0.8539816040514734,1.9106567740249134,LOCAL,HIGH,HIGH,REQUIRED,CHANGED,NONE,LOW,NONE,2019-10-20T03:25Z,2019-06-29T19:13Z,0
CVE-2019-208146,Vulnerability in product allows CWE-787 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.5. Exploitation in the wild has not been confirmed.,CWE-787,Google;Linux,Acrobat Reader,3.4506458930506216,1.01874231493826,4.961919430122499,NETWORK,LOW,LOW,NONE,UNCHANGED,LOW,NONE,HIGH,2019-02-19T16:16Z,2019-08-05T12:01Z,0
CVE-2020-100247,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.9. This issue has been observed exploited in the wild.,CWE-79,Cisco,CMS;Linux Kernel;Office,6.856101088308666,6.019811387634567,6.173838626726666,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,HIGH,HIGH,2020-07-07T05:04Z,2020-04-13T12:25Z,1
CVE-2023-208626,Vulnerability in product allows CWE-22 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.3. Exploitation in the wild has not been confirmed.,CWE-22,Linux;VMware,Windows,3.3043128217035878,1.6637526993826237,2.1847245156268444,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2023-02-23T06:20Z,2023-06-10T03:22Z,0
CVE-2021-201382,Vulnerability in product allows CWE-22 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.2. Exploitation in the wild has not been confirmed.,CWE-22,SAP,Database Server;Java SE,3.221379087488023,2.1328530629661775,1.5932877554375977,LOCAL,LOW,HIGH,REQUIRED,CHANGED,LOW,NONE,HIGH,2021-04-26T11:01Z,2021-07-12T00:51Z,0
CVE-2022-202235,Vulnerability in product allows CWE-787 with ADJACENT access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-787,Google;IBM,Chrome;Linux Kernel;VPN Appliance,4.089980291711171,4.2614012955016625,4.220064282416442,ADJACENT,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,LOW,NONE,2022-05-06T20:06Z,2022-11-11T01:05Z,0
CVE-2023-204775,Vulnerability in product allows CWE-352 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.8. Exploitation in the wild has not been confirmed.,CWE-352,Linux;SAP,Database Server,4.829260627479245,5.345281953687961,3.4292822475995868,LOCAL,HIGH,LOW,NONE,UNCHANGED,LOW,NONE,HIGH,2023-06-09T19:19Z,2023-07-15T02:16Z,0
CVE-2023-100199,Vulnerability in product allows CWE-352 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 9.5. This issue has been observed exploited in the wild.,CWE-352,Apple;IBM,CMS;Linux Kernel,9.459705852880406,9.054928658160506,9.782568645424293,NETWORK,LOW,LOW,NONE,UNCHANGED,HIGH,LOW,HIGH,2023-01-20T23:42Z,2023-10-05T06:38Z,1
CVE-2018-100485,Vulnerability in product allows CWE-79 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.8. This issue has been observed exploited in the wild.,CWE-79,IBM,Chrome,6.797928960755945,6.370455501345685,7.362865830286023,NETWORK,HIGH,NONE,NONE,UNCHANGED,HIGH,HIGH,HIGH,2018-01-27T07:07Z,2018-02-13T01:26Z,1
CVE-2022-205483,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;VMware,Java SE;Office;Windows,7.406182367441589,7.543962685827306,6.807413753182177,NETWORK,HIGH,LOW,NONE,CHANGED,LOW,HIGH,NONE,2022-10-20T04:58Z,2022-01-29T21:14Z,0
CVE-2022-208356,Vulnerability in product allows CWE-200 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 9.5. Exploitation in the wild has not been confirmed.,CWE-200,Cisco;VMware,Exchange Server,9.485384059213663,10.0,10.0,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,LOW,LOW,2022-12-09T23:38Z,2022-01-19T12:04Z,0
CVE-2023-100455,Vulnerability in product allows CWE-79 with NETWORK access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 8.4. This issue has been observed exploited in the wild.,CWE-79,Google,Android,8.405231091702976,9.02639200988232,7.536106075881641,NETWORK,LOW,NONE,NONE,CHANGED,HIGH,LOW,LOW,2023-11-29T16:02Z,2023-04-07T14:28Z,1
CVE-2018-209198,Vulnerability in product allows CWE-352 with LOCAL access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.3. Exploitation in the wild has not been confirmed.,CWE-352,Apple;IBM,Acrobat Reader;Java SE;Safari,3.3026094367816206,0.01649779896584791,3.4791848878587506,LOCAL,HIGH,LOW,NONE,UNCHANGED,HIGH,NONE,LOW,2018-12-07T01:29Z,2018-04-24T13:30Z,0
CVE-2020-208226,Vulnerability in product allows CWE-476 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 7.0. Exploitation in the wild has not been confirmed.,CWE-476,Google,Chrome;Web Browser,6.990050979295057,6.995072014977042,6.142168743070214,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2020-02-10T13:33Z,2020-05-06T17:23Z,0
CVE-2018-205915,Vulnerability in product allows CWE-119 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.1. Exploitation in the wild has not been confirmed.,CWE-119,Linux;VMware,Office;Web Browser,4.063027244044192,3.5021012770465414,5.838274433660105,NETWORK,HIGH,NONE,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,2018-02-07T02:01Z,2018-09-02T20:22Z,0
CVE-2019-201121,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 3.6. Exploitation in the wild has not been confirmed.,CWE-20,Google,Linux Kernel;Office;Web Browser,3.634063994759087,3.448263102010481,3.358730424381576,LOCAL,LOW,NONE,NONE,CHANGED,NONE,LOW,LOW,2019-09-07T05:29Z,2019-04-08T07:38Z,0
CVE-2020-206450,Vulnerability in product allows CWE-89 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.4. Exploitation in the wild has not been confirmed.,CWE-89,Linux,Android;Chrome;Web Browser,4.41158599973691,3.048408268335959,4.002902620214763,NETWORK,HIGH,LOW,NONE,UNCHANGED,NONE,LOW,NONE,2020-05-06T02:32Z,2020-08-17T23:33Z,0
CVE-2020-205782,Vulnerability in product allows CWE-200 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 2.3. Exploitation in the wild has not been confirmed.,CWE-200,Linux,Safari,2.341000947691146,3.4589624424168393,3.0211385269996374,NETWORK,LOW,LOW,REQUIRED,UNCHANGED,NONE,NONE,HIGH,2020-06-24T23:01Z,2020-08-27T15:53Z,0
CVE-2021-207565,Vulnerability in product allows CWE-200 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.8. Exploitation in the wild has not been confirmed.,CWE-200,Linux;Microsoft,Chrome;Office,6.825154183012635,4.939214066214371,6.151890735768147,LOCAL,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,LOW,2021-12-14T06:49Z,2021-05-25T08:31Z,0
CVE-2020-205167,Vulnerability in product allows CWE-787 with ADJACENT access and LOW attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 5.7. Exploitation in the wild has not been confirmed.,CWE-787,Linux;SAP,CMS;Safari,5.659226566329747,5.541850091665788,4.136688462594842,ADJACENT,LOW,LOW,REQUIRED,UNCHANGED,NONE,LOW,NONE,2020-09-17T06:29Z,2020-06-25T01:25Z,0
CVE-2022-205209,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 9.9. Exploitation in the wild has not been confirmed.,CWE-89,Adobe;Cisco,Android;CMS,9.88139734600583,9.621265829254696,9.144866503183154,LOCAL,LOW,HIGH,REQUIRED,UNCHANGED,NONE,NONE,LOW,2022-07-01T16:14Z,2022-01-11T13:57Z,0
CVE-2021-204026,Vulnerability in product allows CWE-89 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 1.8. Exploitation in the wild has not been confirmed.,CWE-89,Linux;Oracle,Windows,1.803922275009953,0.47570100246559655,1.6119919231620536,LOCAL,LOW,NONE,REQUIRED,UNCHANGED,LOW,NONE,LOW,2021-06-29T21:49Z,2021-05-13T21:53Z,0
CVE-2023-200262,Vulnerability in product allows CWE-352 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 6.9. Exploitation in the wild has not been confirmed.,CWE-352,Cisco;Google,Java SE,6.926646664809933,6.8206511300484225,6.228284400449724,LOCAL,LOW,HIGH,NONE,CHANGED,NONE,NONE,LOW,2023-03-05T14:09Z,2023-07-26T07:45Z,0
CVE-2023-201494,Vulnerability in product allows CWE-119 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 2.9. Exploitation in the wild has not been confirmed.,CWE-119,Adobe,Chrome;Safari,2.933701931491233,1.9659043121662947,3.9982115129168365,LOCAL,HIGH,NONE,NONE,CHANGED,NONE,LOW,HIGH,2023-11-20T03:48Z,2023-07-26T02:23Z,0
CVE-2022-200347,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 3.9. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Google;IBM,VPN Appliance,3.898874134510325,4.021300672207608,3.1708226374850823,NETWORK,HIGH,NONE,NONE,UNCHANGED,LOW,LOW,HIGH,2022-12-05T10:58Z,2022-08-10T18:14Z,0
CVE-2021-205041,Vulnerability in product allows CWE-287 with LOCAL access and LOW attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 7.3. Exploitation in the wild has not been confirmed.,CWE-287,Microsoft,Android;Java SE,7.257978317318727,6.608071000220344,5.978970641022234,LOCAL,LOW,NONE,REQUIRED,CHANGED,LOW,LOW,NONE,2021-11-04T04:29Z,2021-06-30T06:56Z,0
CVE-2023-200844,Vulnerability in product allows CWE-352 with PHYSICAL access and HIGH attack complexity. Requires HIGH privileges and user interaction=NONE. CVSS base score 7.4. Exploitation in the wild has not been confirmed.,CWE-352,Linux,Web Browser,7.418516799839957,8.192183425082444,7.897519545040401,PHYSICAL,HIGH,HIGH,NONE,UNCHANGED,NONE,LOW,LOW,2023-09-21T22:28Z,2023-05-18T20:39Z,0
CVE-2022-200680,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-119,VMware,Web Browser,6.690260325797622,4.2477198167064145,5.17352601855845,NETWORK,LOW,HIGH,REQUIRED,CHANGED,NONE,NONE,HIGH,2022-07-26T15:57Z,2022-06-27T22:34Z,0
CVE-2018-202510,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 3.4. Exploitation in the wild has not been confirmed.,CWE-119,Apple,Linux Kernel;Web Browser,3.382454645256918,0.0,1.7894130723851625,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,NONE,2018-05-09T04:41Z,2018-12-01T22:58Z,0
CVE-2021-208352,Vulnerability in product allows CWE-287 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 4.5. Exploitation in the wild has not been confirmed.,CWE-287,IBM,CMS;VPN Appliance,4.5359927015125505,3.69329745652628,4.554818034619979,NETWORK,HIGH,LOW,NONE,CHANGED,NONE,NONE,NONE,2021-03-22T17:54Z,2021-01-19T21:39Z,0
CVE-2023-207009,Vulnerability in product allows CWE-287 with LOCAL access and HIGH attack complexity. Requires NONE privileges and user interaction=NONE. CVSS base score 6.7. Exploitation in the wild has not been confirmed.,CWE-287,Cisco;Linux,Acrobat Reader,6.678483865120521,5.43185316041968,7.178758228526275,LOCAL,HIGH,NONE,NONE,CHANGED,HIGH,LOW,HIGH,2023-10-20T13:00Z,2023-12-22T17:14Z,0
CVE-2019-204535,Vulnerability in product allows NVD-CWE-noinfo with NETWORK access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 3.4. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,IBM;Oracle,Acrobat Reader;iOS,3.424251463516126,3.5215524248038053,1.8496124453525014,NETWORK,LOW,HIGH,REQUIRED,UNCHANGED,LOW,NONE,NONE,2019-06-14T22:15Z,2019-05-12T08:07Z,0
CVE-2019-202416,Vulnerability in product allows CWE-476 with NETWORK access and HIGH attack complexity. Requires LOW privileges and user interaction=REQUIRED. CVSS base score 6.0. Exploitation in the wild has not been confirmed.,CWE-476,IBM,Web Browser;Windows,6.0234950220139964,5.431992806005594,5.410094283645246,NETWORK,HIGH,LOW,REQUIRED,UNCHANGED,HIGH,HIGH,NONE,2019-03-24T19:12Z,2019-07-13T08:19Z,0
CVE-2018-201702,Vulnerability in product allows CWE-20 with LOCAL access and LOW attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 5.6. Exploitation in the wild has not been confirmed.,CWE-20,Oracle,Exchange Server;Safari,5.634770084377848,4.065273028712123,7.372660421785671,LOCAL,LOW,HIGH,REQUIRED,CHANGED,HIGH,LOW,LOW,2018-10-06T22:28Z,2018-11-09T02:43Z,0
CVE-2020-201404,Vulnerability in product allows CWE-22 with NETWORK access and HIGH attack complexity. Requires NONE privileges and user interaction=REQUIRED. CVSS base score 4.0. Exploitation in the wild has not been confirmed.,CWE-22,Linux,Acrobat Reader;Web Browser,3.9558357867366336,3.61684343591006,4.031051549144649,NETWORK,HIGH,NONE,REQUIRED,CHANGED,NONE,NONE,NONE,2020-06-17T00:19Z,2020-05-20T18:15Z,0
CVE-2020-203980,Vulnerability in product allows CWE-119 with NETWORK access and LOW attack complexity. Requires LOW privileges and user interaction=NONE. CVSS base score 2.6. Exploitation in the wild has not been confirmed.,CWE-119,VMware,Linux Kernel;VPN Appliance,2.601156962646623,0.9967090613575751,2.0985659255659384,NETWORK,LOW,LOW,NONE,CHANGED,LOW,LOW,LOW,2020-11-27T06:15Z,2020-11-14T07:25Z,0
CVE-2021-208104,Vulnerability in product allows NVD-CWE-noinfo with ADJACENT access and HIGH attack complexity. Requires HIGH privileges and user interaction=REQUIRED. CVSS base score 2.7. Exploitation in the wild has not been confirmed.,NVD-CWE-noinfo,Adobe;SAP,Database Server;Linux Kernel;Windows,2.741282217127439,2.733119762381921,3.128374152530614,ADJACENT,HIGH,HIGH,REQUIRED,UNCHANGED,NONE,LOW,NONE,2021-08-31T13:02Z,2021-01-28T14:22Z,0
